1.5801e+01	0.0000e+00	-9.0000e-03	9.0000e-03	2.4000e-02	-2.4000e-02	-2.4000e-02	2.4000e-02	1.2000e-02	6.0000e-02	-1.2450e-01	5.2500e-02	-1.2000e-02	-3.6000e-02	8.8500e-02	-4.0500e-02	
1.5825e+01	0.0000e+00	-6.9000e-02	4.5000e-02	1.2000e-02	-1.2000e-02	-7.5000e-03	7.5000e-03	-5.7500e-02	-2.6500e-02	2.0300e-01	-1.3100e-01	4.5500e-02	1.4500e-02	-1.3850e-01	9.0500e-02	
1.5825e+01	-2.4000e-02	-1.2000e-02	1.2000e-02	3.3500e-02	-2.1500e-02	-1.7000e-02	1.7000e-02	1.0050e-01	-6.4500e-02	3.3000e-02	-3.3000e-02	-6.7000e-02	4.3000e-02	-2.5500e-02	2.5500e-02	
1.5892e+01	-6.7000e-02	-2.1500e-02	2.1500e-02	3.3500e-02	-2.1500e-02	-2.7500e-02	2.7500e-02	-6.7000e-02	-2.0000e-03	-2.0000e-02	2.0000e-02	3.3500e-02	2.3500e-02	3.5500e-02	-3.5500e-02	
1.5892e+01	-6.7000e-02	-3.3500e-02	3.3500e-02	0.0000e+00	4.5000e-02	3.9000e-02	-3.9000e-02	0.0000e+00	1.3500e-01	2.1225e-01	-2.1225e-01	0.0000e+00	-9.0000e-02	-1.6125e-01	1.6125e-01	
1.5892e+01	2.3000e-02	5.6500e-02	-5.6500e-02	0.0000e+00	4.5000e-02	-2.0250e-02	2.0250e-02	0.0000e+00	-2.5200e-01	-3.9050e-01	3.9050e-01	0.0000e+00	2.0700e-01	2.8025e-01	-2.8025e-01	
1.5892e+01	2.3000e-02	-7.4000e-02	7.4000e-02	0.0000e+00	1.6200e-01	3.9500e-02	-3.9500e-02	-1.7350e-01	6.5950e-01	6.1825e-01	-6.1825e-01	1.7350e-01	-4.9750e-01	-4.4825e-01	4.4825e-01	
1.5892e+01	3.4700e-01	1.3550e-01	-1.3550e-01	1.7350e-01	-1.1500e-02	-6.8750e-02	6.8750e-02	5.2050e-01	-8.4450e-01	-1.0900e-01	1.0900e-01	-3.4700e-01	5.0900e-01	4.2500e-03	-4.2500e-03	
1.6239e+01	0.0000e+00	-3.8000e-02	3.8000e-02	1.7350e-01	-1.7350e-01	-2.7400e-01	2.7400e-01	-3.4700e-01	1.0800e-01	-1.9350e-01	1.9350e-01	1.7350e-01	6.5500e-02	2.6650e-01	-2.6650e-01	
1.6239e+01	0.0000e+00	-2.3900e-01	2.3900e-01	0.0000e+00	2.3900e-01	1.3850e-01	-1.3850e-01	0.0000e+00	7.1700e-01	9.1800e-01	-9.1800e-01	0.0000e+00	-4.7800e-01	-5.7850e-01	5.7850e-01	
1.6239e+01	4.7800e-01	2.3900e-01	-2.3900e-01	0.0000e+00	2.3900e-01	2.3900e-01	-2.3900e-01	-2.3900e-01	-2.3900e-01	-1.8775e-01	1.8775e-01	2.3900e-01	0.0000e+00	-5.1250e-02	5.1250e-02	
1.6239e+01	4.7800e-01	2.3900e-01	-2.3900e-01	2.3900e-01	-2.3900e-01	-2.9025e-01	2.9025e-01	7.1700e-01	-7.1700e-01	-1.5375e-01	1.5375e-01	-4.7800e-01	4.7800e-01	1.0250e-01	-1.0250e-01	
1.6717e+01	0.0000e+00	-1.0250e-01	1.0250e-01	2.3900e-01	-2.3900e-01	-2.9025e-01	2.9025e-01	-4.7800e-01	3.7550e-01	4.7800e-01	-4.7800e-01	2.3900e-01	-1.3650e-01	-1.8775e-01	1.8775e-01	
1.6717e+01	0.0000e+00	-1.0250e-01	1.0250e-01	0.0000e+00	1.0250e-01	1.0250e-01	-1.0250e-01	-1.0250e-01	4.1000e-01	4.1000e-01	-4.1000e-01	1.0250e-01	-3.0750e-01	-3.0750e-01	3.0750e-01	
1.6717e+01	2.0500e-01	1.0250e-01	-1.0250e-01	1.0250e-01	0.0000e+00	0.0000e+00	0.0000e+00	3.0750e-01	-5.1250e-01	-2.0300e-01	2.0300e-01	-2.0500e-01	3.0750e-01	1.0050e-01	-1.0050e-01	
